1,1024,5385.070414
1,128,5439.198205
1,16,5310.254542
1,1,5419.230794
1,1,5368.535411
1,1,5300.936732
1,1,4754.8464619999995
1,1,5299.856243
1,1,5300.983512
1,256,5514.712431
1,2,5351.047046
1,32,5298.905056
1,4,5333.734436
1,512,5280.496584
1,64,5325.659958
1,8,5420.927813
2,1024,5557.6810829999995
2,128,5395.119264
2,16,5316.406622
2,1,5302.560263
2,256,5463.443291
2,2,5295.943908
2,32,5541.976116
2,4,5352.822946
2,512,5349.767801
2,64,5445.2649089999995
2,8,5405.360463
3,1024,5431.95174
3,128,5416.636963
3,16,5388.154599
3,1,5524.318423
3,256,5558.2688610000005
3,2,5433.734377
3,32,5481.523403
3,4,5443.815847
3,512,5563.159648
3,64,5461.435014
3,8,5333.714045
4,1024,5407.176554
4,128,5374.258745
4,16,5359.189803
4,1,5446.134368
4,256,5828.487276
4,2,6124.123959
4,32,5465.96429
4,4,5363.623517
4,512,5507.896345
4,64,5439.664481
4,8,5352.71919
5,1024,5805.936745
5,128,5743.162962
5,16,5557.382276
5,1,5347.55156
5,256,5772.341218
5,2,5489.904757
5,32,5602.508118
5,4,5891.721747
5,512,5522.581985
5,64,5260.51145
5,8,6314.5206259999995
puzzle.json,puzzle.json,null
